"tit_projeto" "descricao" "autor_situacao"
"3172" "PROC. 02494/08 - PLL 078/08" "Denomina rua falabella o logradouro nao-cadastrado, conhecido como rua a - vila vargas -, localizado no bairro sao jose." "Autor
MARIA LUIZA
Situação
ARQUIVADO ART 108"
"3173" "PROC. 02436/08 - PLL 077/08" "Inclui, no calendario oficial de eventos do municipio de porto alegre, a missa pascal dos dirigentes cristaos, a realizar-se anualmente, na quinta-feira seguinte ao domingo de pascoa." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"3174" "PROC. 02380/08 - PLL 076/08" "Institui o sabia-laranjeira - turdus rufiventris - como passaro simbolo do municipio de porto alegre." "Autor
CLAUDIO SEBENELO
Situação
ARQUIVADO"
"3175" "PROC. 02358/08 - PLL 075/08" "Institui, no municipio de porto alegre, o dia do agente comunitario de saude, a ser comemorado anualmente, no dia 8 de dezembro." "Autor
DR. RAUL, ALDACIR OLIBONI
Situação
ARQUIVADO"
"3176" "PROC. 02291/08 - PLL 074/08" "Denomina praca ubirajara valdez o logradouro publico nao-cadastrado, conhecido como praca 3026." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"3177" "PROC. 02288/08 - PLL 073/08" "Institui o programa de acesso ao ensino superior de porto alegre - praespa - e da outras providencias." "Autor
NEWTON BRAGA ROSA, JOAO CARLOS NEDEL
Situação
ARQUIVADO ART 108"
"3178" "PROC. 02243/08 - PLL 072/08" "Concede o titulo honorifico de cidadao de porto alegre ao senhor ruy lopes filho." "Autor
JOAO ANTONIO DIB
Situação
ARQUIVADO"
"3179" "PROC. 02240/08 - PLL 071/08" "Institui o estacionamento rotativo de veiculos em frente aos hoteis e da outras providencias." "Autor
ADELI SELL
Situação
ARQUIVADO ART 108"
"3180" "PROC. 02212/08 - PLL 070/08" "Institui como area especial de interesse cultural (aeic), nos termos do art. 92 da lei complementar n. 434, de 1 de dezembro de 1999 - plano diretor de desenvolvimento urbano ambiental (pddua) -, e alteracoes posteriores, area situada no bairro menino deus, na subunidade 1 da unidade de estruturacao urbana (ueu) 52 da macrozona (mz) 1,..." "Autor
CARLOS COMASSETTO
Situação
PARA PARECER"
"3181" "PROC. 02211/08 - PLL 069/08" "Institui o dia municipal de combate a intolerancia religiosa, a ser realizado anualmente, no dia 21 de janeiro, que passa a integrar o calendario oficial de eventos do municipio de porto alegre." "Autor
CARLOS COMASSETTO
Situação
ARQUIVADO"
"3182" "PROC. 02193/08 - PLL 068/08" "Altera o paragrafo unico do art. 1 da lei n. 7518, de 11 de outubro de 1994, alterada pela lei n. 8535, de 29 de junho de 2000, que dispoe sobre a construcao de abrigos para passageiros de onibus e da outras providencias, determinando a obediencia as normas tecnicas e a legislacao vigente na construcao e na reforma de abrigos para passageiros de..." "Autor
ALMERINDO FILHO
Situação
ARQUIVADO ART 108"
"3183" "PROC. 02164/08 - PLL 067/08" "Concede titulo honorifico de cidadao de porto alegre ao sr. erminio vivian." "Autor
MARISTELA MAFFEI
Situação
ARQUIVADO"
"3184" "PROC. 02154/08 - PLL 066/08" "Denomina avenida jardim o logradouro publico cadastrado, conhecido como avenida jardim, localizado no bairro ipanema." "Autor
ERVINO BESSON
Situação
ARQUIVADO"
"3185" "PROC. 02131/08 - PLL 065/08" "Denomina rua flor de amora o logradouro nao-cadastrado, conhecido como rua e - loteamento monte verde -, localizado no bairro vila nova." "Autor
CARLOS TODESCHINI
Situação
ARQUIVADO"
"3186" "PROC. 02121/08 - PLL 064/08" "Denomina rua sao luiz gonzaga o logradouro publico nao-cadastrado, conhecido como rua 3023." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"3187" "PROC. 02079/08 - PLL 063/08" "Denomina rua deputado hugo mardini o logradouro publico parcialmente cadastrado, conhecido como rua 1706, localizado no bairro passo das pedras." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"3188" "PROC. 02075/08 - PLL 062/08" "Denomina rua lygia pratini de moraes o logradouro publico nao-cadastrado, conhecido como rua 3022." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"3189" "PROC. 02072/08 - PLL 061/08" "Inclui no calendario oficial de eventos do municipio de porto alegre a procissao e a festa da paroquia santuario nossa senhora do trabalho, que ocorrem anualmente no dia 1 de maio." "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"3190" "PROC. 02049/08 - PLL 060/08" "Denomina rua alter-real o logradouro nao-cadastrado, conhecido como rua treze - vila mapa ii -, localizado no bairro lomba do pinheiro." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3191" "PROC. 02048/08 - PLL 059/08" "Denomina rua miguel oliveira de lima o logradouro nao-cadastrado, conhecido como rua nove - vila mapa ii -, localizado no bairro lomba do pinheiro." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3192" "PROC. 02047/08 - PLL 058/08" "Denomina rua anglo-arabe o logradouro nao-cadastrado, conhecido como rua onze - vila mapa ii -, localizado no bairro lomba do pinheiro." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3193" "PROC. 02042/08 - PLL 057/08" "Isenta do pagamento da tarifa no transporte coletivo por onibus os servidores de nivel medio da brigada militar e os servidores da guarda municipal, quando em servico, revoga as leis numeros 5397, de 10 de janeiro de 1984, e 7017, de 27 de marco de 1992, e da outras providencias." "Autor
MARIA CELESTE
Situação
ARQUIVADO"
"3194" "PROC. 02030/08 - PLL 056/08" "Institui, no municipio de porto alegre, o dia do medico de familia e comunidade, a ser comemorado anualmente, no dia 5 de dezembro." "Autor
DR. RAUL
Situação
ARQUIVADO"
"3195" "PROC. 02029/08 - PLL 055/08" "Institui, no municipio de porto alegre, a semana do programa saude da familia, a ser realizada anualmente, no periodo de 4 a 10 de dezembro." "Autor
DR. RAUL
Situação
ARQUIVADO"
"3196" "PROC. 02022/08 - PLL 054/08" "Denomina rua pedro andrea besson o logradouro publico cadastrado, conhecido como rua um - rua dona mariana -, localizado no bairro restinga." "Autor
ERVINO BESSON
Situação
ARQUIVADO"
"3197" "PROC. 02021/08 - PLL 053/08" "Altera a alinea ''b'' e inclui as alineas ''f'' e ''g'' no artigo 1 da lei n. 6893, de 12 de setembro de 1991, alterada pela lei n. 9993, de 16 de junho de 2006 - que denomina e delimita bairros no municipio de porto alegre -, dando novos limites ao bairro hipica e incluindo os bairros chapeu do sol e campo novo." "Autor
CARLOS COMASSETTO
Situação
ARQUIVADO
Veto
VETO TOTAL EM APRECIACAO"
"3198" "PROC. 01999/08 - PLL 052/08" "Concede o titulo honorifico de cidada de porto alegre a doutora maira caleffi." "Autor
NEWTON BRAGA ROSA
Situação
ARQUIVADO"
"3199" "PROC. 01997/08 - PLL 051/08" "Dispoe sobre a fixacao de goleiras destinadas a pratica de futebol nas escolas do municipio de porto alegre." "Autor
ERVINO BESSON
Situação
ARQUIVADO"
"3200" "PROC. 01950/08 - PLL 050/08" "Altera as alineas e inclui al. f no art. 1, da lei n. 6893, de 12 de setembro de 1991, que denomina e delimita bairros no municipio, denominando o bairro extrema." "Autor
CARLOS COMASSETTO
Situação
ARQUIVADO"
"3201" "PROC. 01911/08 - PLL 049/08" "Denomina rua ervino de assis o logradouro nao-cadastrado, conhecido como rua l - vila monte cristo -, localizado no bairro vila nova." "Autor
ERVINO BESSON
Situação
ARQUIVADO"
"3202" "PROC. 01887/08 - PLL 048/08" "Denomina rua miguel olvicto dos santos o logradouro nao-cadastrado, conhecido como rua quatro - vila sao francisco -, localizado no bairro lomba do pinheiro." "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"3203" "PROC. 01877/08 - PLL 047/08" "Denomina rua laory bento de oliveira o logradouro nao-cadastrado , conhecido como rua sete - vila mapa ii -, localizado no bairro lomba do pinheiro." "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"3204" "PROC. 01833/08 - PLL 046/08" "Denomina rua jorge milton oliveira o logradouro nao-cadastrado, conhecido como rua cinco - vila mapa ii -, localizado no bairro lomba do pinheiro." "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"3205" "PROC. 01832/08 - PLL 045/08" "Denomina rua darci marques da silva o logradouro nao-cadastrado, conhecido como rua 8 - vila mapa ii - , localizado no bairro lomba do pinheiro." "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"3206" "PROC. 01822/08 - PLL 044/08" "Denomina rua antonio teixeira morales o logradouro nao-cadastrado, conhecido como rua dois - vila mapa ii -, localizado no bairro lomba do pinheiro." "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"3207" "PROC. 01751/08 - PLL 043/08" "Denomina praca padre joao peters o logradouro publico cadastrado, conhecido como praca 1978." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"3208" "PROC. 01750/08 - PLL 042/08" "Altera o paragrafo 1 e 2 do art. 4 da lei n. 3397, de 02 de julho de 1970, e alteracoes posteriores -, que disciplina o comercio de jornais e revistas em logradouros publicos, e da outras providencias." "Autor
JOSE ISMAEL HEINEN
Situação
ARQUIVADO"
"3209" "PROC. 01684/08 - PLL 041/08" "Autoriza o trafego de taxis com passageiros nos corredores exclusivos para onibus e da outras providencias." "Autor
JOSE ISMAEL HEINEN
Situação
ARQUIVADO"
"3210" "PROC. 01683/08 - PLL 040/08" "Institui, no municipio de porto alegre, o momento civico e da outras providencias." "Autor
JOSE ISMAEL HEINEN
Situação
ARQUIVADO ART 108"
"3211" "PROC. 01612/08 - PLL 039/08" "Denomina rua bartolomeu diel o logradouro publico cadastrado, conhecido como rua dois - rua dona mariana -, localizado no bairro restinga." "Autor
ERVINO BESSON
Situação
ARQUIVADO"
"3212" "PROC. 01475/08 - PLL 038/08" "Altera os paragrafos 1 e 2 do art. 4 da lei n. 3397, de 2 de julho de 1970 - que disciplina o exercicio do comercio de jornais, revistas e outros produtos em bancas, estandes e grades metalicas nos logradouros publicos e da outras providencias -, e alteracoes posteiores, dispondo sobre a validade e renovacao do alvara de licenca." "Autor
JOSE ISMAEL HEINEN
Situação
ARQUIVADO ART 108"
"3213" "PROC. 01397/08 - PLL 037/08" "Concede o titulo honorifico de cidada de porto alegre a senhora erika antoinette wilhelmine coester kramer." "Autor
SEBASTIAO MELO
Situação
ARQUIVADO"
"3214" "PROC. 01346/08 - PLL 036/08" "Denomina rua professora marcelina machado o logradouro nao-cadastrado, conhecido como rua s - vila esmeralda -, localizado no bairro agronomia." "Autor
CARLOS TODESCHINI
Situação
ARQUIVADO"
"3215" "PROC. 01343/08 - PLL 035/08" "Inclui no calendario oficial de eventos do municipio de porto alegre o desfile comunitario da vila farrapos, a ser realizado anualmente, no ultimo domingo de mes de setembro." "Autor
CARLOS TODESCHINI
Situação
ARQUIVADO"
"3216" "PROC. 01342/08 - PLL 001/08" "Denomina bairro extrema uma area do territorio urbano do municipio de porto alegre." "Autor
CARLOS TODESCHINI
Situação
ARQUIVADO
Veto
VETO TOTAL MANTIDO"
"3217" "PROC. 01302/08 - PLL 034/08" "Obriga os estabelecimentos fornecedores de produtos e os estabelecimentos prestadores de servicos, atuantes no municipio de porto alegre, a disponibilizarem ao publico 01 (um) exemplar atualizado do codigo de defesa do consumidor e da outras providencias." "Autor
ALMERINDO FILHO
Situação
ARQUIVADO ART 108"
"3218" "PROC. 01275/08 - PLL 033/08" "Institui o portal transparencia porto alegre, revoga as leis n. 8480, de 27 de abril de 2000, e 8836, de 18 de dezembro de 2001, e da outras providencias." "Autor
ALDACIR OLIBONI
Situação
ARQUIVADO"
"3219" "PROC. 01243/08 - PLL 032/08" "Altera os arts. 1 e 2 e acrescenta art. 4-a na lei n. 7322, de 27 de setembro de 1993 - que dispoe sobre a oficializacao da feira latino-americana do artesanato e da outras providencias -, determinando a natureza desse evento, instituindo o premio profissao artesao e dando outras providencias." "Autor
ALDACIR OLIBONI
Situação
ARQUIVADO"
"3220" "PROC. 01139/08 - PLL 031/08" "Institui o dia municipal de prevencao e combate a depressao, a ser realizado anualmente, no dia 10 de setembro, que passa a integrar o calendario oficial de eventos do municipio de porto alegre, e da outras providencias." "Autor
ALDACIR OLIBONI
Situação
ARQUIVADO"
"3221" "PROC. 01134/08 - PLL 030/08" "Prorroga, no municipio de porto alegre, por 60 (sessenta) dias, o prazo de licenca-maternidade das servidoras publicas municipais e da outras providencias." "Autor
MARISTELA MAFFEI
Situação
ARQUIVADO"
"3222" "PROC. 01081/08 - PLL 029/08" "Denomina passagem henrique fuhro o logradouro publico parcialmente cadastrado, conhecido como passagem de pedestres 2513, localizado no bairro petropolis." "Autor
MARGARETE MORAES
Situação
ARQUIVADO"
"3223" "PROC. 01060/08 - PLL 028/08" "Denomina rua noe goncalves o logradouro nao-cadastrado, conhecido como rua um - rua joao macedo de freitas -, localizado no bairro ponta grossa." "Autor
GUILHERME BARBOSA
Situação
ARQUIVADO"
"3224" "PROC. 01033/08 - PLL 027/08" "Concede o titulo honorifico de cidada de porto alegre a senhora maria cecilia medeiros de farias kother." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"3225" "PROC. 01024/08 - PLL 026/08" "Inclui, no calendario oficial de eventos do municipio de porto alegre, a cavalgada da lua cheia, a ser realizada na primeira sexta-feira de lua cheia de cada mes." "Autor
CARLOS COMASSETTO, SEBASTIAO MELO
Situação
ARQUIVADO"
"3226" "PROC. 00953/08 - PLL 025/08" "Altera a ementa e o art. 1 da lei n. 8057, de 29 de outubro de 1997, que faculta a colocacao de dispositivo luminoso nos veiculos que compoem a frota de taxis de porto alegre e da outras providencias, tornando obrigatoria a colocacao desse dispositivo." "Autor
DR. GOULART
Situação
PARA CIENCIA"
"3227" "PROC. 00945/08 - PLL 024/08" "Institui o dia sobre a formacao da familia, a realizar-se anualmente, no dia 8 de dezembro - dia da familia -, nas escolas da rede municipal de ensino, e da outras providencias." "Autor
LEANDRO SOARES
Situação
ARQUIVADO ART 108"
"3228" "PROC. 00938/08 - PLL 023/08" "Proibe a cobranca para a utilizacao de banheiros em estadios esportivos, terminais rodoviarios, terminais metroviarios e espacos publicos, no municipio de porto alegre, e da outras providencias." "Autor
ALCEU BRASINHA
Situação
ARQUIVADO
Veto
VETO TOTAL REJEITADO"
"3229" "PROC. 00860/08 - PLL 022/08" "Institui, nas escolas da rede municipal de ensino de porto alegre, a semana de conscientizacao sobre o jovem e o transito e da outras providencias." "Autor
LEANDRO SOARES
Situação
ARQUIVADO ART 108"
"3230" "PROC. 00858/08 - PLL 021/08" "Institui o dia do nascituro e a semana de defesa e promocao da vida, que passam a integrar o calendario oficial de eventos do municipio de porto alegre, e da outras providencias." "Autor
LEANDRO SOARES
Situação
ARQUIVADO"
"3231" "PROC. 00853/08 - PLL 020/08" "Estabelece aos mercados e aos hipermercados prazos maximos para o atendimento de seus usuarios junto aos caixas de pagamento e da outras providencias." "Autor
NILO SANTOS
Situação
ARQUIVADO"
"3232" "PROC. 00844/08 - PLL 018/08" "Denomina passeio das quatro estacoes o espaco publico superior do viaduto otavio rocha e da outras providencias." "Autor
JOAO ANTONIO DIB
Situação
ARQUIVADO"
"3233" "PROC. 00693/08 - PLL 017/08" "Denomina rua luiz jose biernfeld figueredo, o logradouro publico cadastrado, conhecido como rua 1976." "Autor
NEUZA CANABARRO
Situação
ARQUIVADO"
"3234" "PROC. 00527/08 - PLL 016/08" "Denomina rua leonardo pellegrini o logradouro publico cadastrado, conhecido como rua 1977." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"3235" "PROC. 00513/08 - PLL 015/08" "Denomina rua jose fontes medina o logradouro nao-cadastrado, conhecido como rua quatro - vila mapa ii -,localizado no bairro lomba do pinheiro." "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"3236" "PROC. 00512/08 - PLL 014/08" "Denomina rua claudio antonio simoes dos santos o logradouro nao-cadastrado, conhecido como rua seis-vila mapa ii-localizado no bairro lomba do pinheiro." "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"3237" "PROC. 00471/08 - PLL 013/08" "Proibe, no municipio de porto alegre, a locacao, a prestacao de servicos, os contratos de mutuo, o comodato e a cessao de caes para fins de guarda e da outras providencias." "Autor
ADELI SELL
Situação
ARQUIVADO ART 108"
"3238" "PROC. 00450/08 - PLL 012/08" "Autoriza o executivo municipal a alterar a data de vencimento de tributo de competencia do municipio de porto alegre devido por contribuinte que comprovadamente receba beneficio previdenciario em data posterior ao vencimento desse tributo e da outras providencias." "Autor
ALCEU BRASINHA
Situação
ARQUIVADO"
"3239" "PROC. 00423/08 - PLL 011/08" "Estabelece a obrigatoriedade de instalacao de bebedouros de agua potavel nas dependencias dos centros comerciais e dos 'shoppings centers' no municipio de porto alegre." "Autor
ALCEU BRASINHA
Situação
ARQUIVADO"
"3240" "PROC. 00414/08 - PLL 010/08" "Permite aos clubes sociais e as associacoes impedidos de realizar festas e promocoes sociais no periodo noturno, em face da emissao sonora, a realizacao de 01 (um) evento semanalmente e da outras providencias." "Autor
