"tit_projeto" "descricao" "autor_situacao"
CLENIA MARANHAO
Situação
ARQUIVADO"
"6587" "PROC. 02484/98 - PLL 121/98" "Denomina rua tricolor um logradouro publico localizado na vila missoes - bairro rubem berta, atualmente identificado como rua a e rua b." "Autor
HENRIQUE FONTANA
Situação
ARQUIVADO"
"6588" "PROC. 02500/98 - PLL 123/98" "Dispoe sobre o acompanhamento da execucao orcamentaria do municipio de porto alegre e da outras providencias." "Autor
SEBASTIAO MELO
Situação
ARQUIVADO"
"6589" "PROC. 02662/98 - PLL 133/98" "Denomina rua floriana rosa um logradouro publico." "Autor
ANTONIO LOSADA
Situação
ARQUIVADO"
"6590" "PROC. 02705/98 - PLL 135/98" "Denomina beco maria conceicao menegassi um logradouro publico." "Autor
ANNAMARIA GULARTE
Situação
ARQUIVADO"
"6591" "PROC. 02778/98 - PLL 138/98" "Denomina rua irmao angelo menegat um logradouro publico." "Autor
CARLOS ALBERTO GARCIA
Situação
ARQUIVADO"
"6592" "PROC. 02779/98 - PLL 139/98" "Dispoe sobre a isencao do pagamento das tarifas de transporte coletivo por onibus aos menores portadores de cancer infantil e seus acompanhantes." "Autor
CARLOS ALBERTO GARCIA
Situação
ARQUIVADO"
"6593" "PROC. 02874/98 - PLL 146/98" "Denomina rua bispo isac aco um logradouro irregular localizado no bairro rubem berta." "Autor
CARLOS ALBERTO GARCIA
Situação
ARQUIVADO"
"6594" "PROC. 01544/99 - PLL 047/99" "Altera o art 1 da lei 6998/92, que estende beneficios do instituto da passagem escolar nos servicos de transp coletivo explorados, concedidos ou permitidos no munic de p alegre." "Autor
RENATO GUIMARAES
Situação
ARQUIVADO"
"6595" "PROC. 01621/99 - PLL 056/99" "Veda a comercializacao e circulacao de espacos publicitarios nos meios de comunicacao e paginas da internet que utilizem a exploracao sexual de criancas e adolescentes." "Autor
HELENA BONUMA
Situação
ARQUIVADO"
"6596" "PROC. 01655/99 - PLL 057/99" "Denomin praca marcos machado um logradouro publico localizado no bairro farrapos." "Autor
ANTONIO LOSADA
Situação
ARQUIVADO"
"6597" "PROC. 01665/99 - PLL 058/99" "Denomina rua odorico fantinel, um logradouro publico localizado no bairro belem novo." "Autor
LUIZ BRAZ
Situação
ARQUIVADO"
"6598" "PROC. 01698/99 - PLL 063/99" "Denomina rua professor adil muller quites um logradouro publico localizado no bairro cascata." "Autor
CARLOS ALBERTO GARCIA
Situação
ARQUIVADO"
"6599" "PROC. 01724/99 - PLL 066/99" "Autoriza o poder executivo municipal a realizar os convenios necessarios ao recebimento de pessoas perseguidas pelo pensamento e refugiados." "Autor
CLENIA MARANHAO
Situação
ARQUIVADO"
"6600" "PROC. 01936/99 - PLL 080/99" "Institui a semana da declaracao dos direitos do homem no municipio de porto alegre." "Autor
ANTONIO LOSADA
Situação
ARQUIVADO"
"6601" "PROC. 01941/99 - PLL 081/99" "Institui linhas especiais de servico de lotacao com terminais nos bairros parque santa fe, jardim alpino e parque madepinho." "Autor
GILBERTO BATISTA
Situação
ARQUIVADO"
"6602" "PROC. 01961/99 - PLL 083/99" "Estabelece a identificacao de raca e etnia nos dados cadastrais da administracao municipal." "Autor
HELENA BONUMA
Situação
ARQUIVADO"
"6603" "PROC. 02161/99 - PLL 102/99" "Inclui a festa do divino espirito santo no calendario de eventos oficiais de porto alegre." "Autor
CARLOS ALBERTO GARCIA
Situação
ARQUIVADO"
"6604" "PROC. 02406/99 - PLL 116/99" "Institui no municipio de porto alegre o \"dia da cidania e de luta pelos direitos humanos\" e autoriza o poder exec. a erigir monumento em homenagem a joao candido, o almirante negro" "Autor
LAURO HAGEMANN
Situação
ARQUIVADO"
"6605" "PROC. 03497/98 - PLL 181/98" "Denomina rua cristina castello um logradouro publico." "Autor
GUILHERME BARBOSA
Situação
ARQUIVADO"
"6606" "PROC. 03170/98 - PLL 162/98" "Denomina rua roberto felix bertoi um logradouro irregular localizado no bairro camaqua." "Autor
ANTONIO HOHLFELDT
Situação
ARQUIVADO"
"6607" "PROC. 03259/98 - PLL 168/98" "Obriga as imobiliarias que operam no municipio de porto alegre a possuirem a carta de habite-se dos imoveis destinados a locacao para fins comerciais." "Autor
RENATO GUIMARAES
Situação
ARQUIVADO"
"6608" "PROC. 01327/01 - PLL 058/01" "Proibe o uso de materiais, elementos construtivos e equipamentos da construcao civil constituidos de amianto(transformado no plcl 27, processo 4748/01)." "Autor
SEBASTIAO MELO
Situação
ANULADO"
"6609" "PROC. 01373/01 - PLL 061/01" "Oficializa a promocao \"volta ciclistica cidade de porto alegre\", anualmente realizada pela federacao gaucha de ciclismo." "Autor
CARLOS ALBERTO GARCIA
Situação
ARQUIVADO"
"6610" "PROC. 01411/01 - PLL 065/01" "Autoriza o poder executivo municipal a implantar medidas para disponibilizacao de folhetos informativos que identifiquem o itinerario das linhas de onibus nos principais pontos..." "Autor
ERVINO BESSON
Situação
ARQUIVADO"
"6611" "PROC. 01523/01 - PLL 076/01" "Institui o dia do tecnico em contabilidade no ambito do municipio de porto alegre." "Autor
JOSE FORTUNATI
Situação
ARQUIVADO"
"6612" "PROC. 01582/01 - PLL 082/01" "Estabelece normas para o funcionamento dos controladores de velocidade nas vias municipais e da outras providencias." "Autor
HAROLDO DE SOUZA
Situação
ARQUIVADO"
"6613" "PROC. 01691/01 - PLL 094/01" "Institui o dia da solidariedade no municipio de porto alegre." "Autor
JOSE FORTUNATI
Situação
ARQUIVADO"
"6614" "PROC. 01725/01 - PLL 095/01" "Dispoe sobre os servicos de entrega domiciliar noambito do municipio e da outras providencias(motocicletas)." "Autor
HELENA BONUMA
Situação
ARQUIVADO"
"6615" "PROC. 02083/01 - PLL 120/01" "Concede o titulo honorifico de cidadao de porto alegre ao sernhor helio faraco de azevedo." "Autor
HAROLDO DE SOUZA
Situação
ARQUIVADO"
"6616" "PROC. 02118/01 - PLL 127/01" "Institui a semana de defesa e prevencao contra o uso de drogas e toxicos no ambito da rede municipal de ensino e da outras providencias." "Autor
CASSIA CARPES
Situação
ARQUIVADO"
"6617" "PROC. 02155/01 - PLL 130/01" "Denomina rua diogenes arruda camara um logradouro publico nao cadastrado, localizado no bairro farrapos." "Autor
RAUL CARRION
Situação
ARQUIVADO"
"6618" "PROC. 02158/01 - PLL 133/01" "Denomina rua flavio de oliveira ramos um logradouro publico nao cadastrado, localizado no bairro farrapos." "Autor
RAUL CARRION
Situação
ARQUIVADO"
"6619" "PROC. 02224/01 - PLL 140/01" "Denomina rua orlando menegaz um logradouro publico localizadoa no bairro aberta dos morros." "Autor
ISAAC AINHORN
Situação
ARQUIVADO"
"6620" "PROC. 02254/01 - PLL 142/01" "Institui a linha especial de servico de lotacao para atendimento do bairro belem novo." "Autor
SEBASTIAO MELO
Situação
ARQUIVADO"
"6621" "PROC. 02404/01 - PLL 158/01" "Institui o dia municipal da solidariedade." "Autor
LUIZ BRAZ
Situação
ARQUIVADO"
"6622" "PROC. 02655/01 - PLL 179/01" "Estabelece normas para a contratacao e execucao de obras, projetos, servicos e fornecimento de bens e produtos com o municipio de porto alegre." "Autor
RAUL CARRION
Situação
ARQUIVADO"
"6623" "PROC. 02709/01 - PLL 183/01" "Estabelece normas para a contratacao e execucao de obras, projetos, servicos e fornecimento de bens e produtos com o municipio de porto alegre." "Autor
RAUL CARRION
Situação
ARQUIVADO"
"6624" "PROC. 02741/01 - PLL 185/01" "Autoriza a inclusao da promocao \"festival porto alegre em danca\", no calendario oficial de eventos." "Autor
CARLOS ALBERTO GARCIA
Situação
ARQUIVADO"
"6625" "PROC. 02851/01 - PLL 187/01" "Denomina rua ney da gama ahrends um logradouro publico parcialmente cadastrado, localizado no bairro protasio alves." "Autor
FERNANDO ZACHIA
Situação
ARQUIVADO"
"6626" "PROC. 02983/01 - PLL 198/01" "Altera a redacao do art 1 da lei 7.497/94, que estabelece penalidades aos estabelecimentos comerciais que venderem ou servirem bebidas alcoolicas a criancas e adolescentes menores" "Autor
JOSE FORTUNATI
Situação
ARQUIVADO"
"6627" "PROC. 03028/01 - PLL 205/01" "Veda as empresas possuidoras de alvara para funcionar como \"lotericas\", realizarem prestacoes de servicos tipicos de instituicao bancaria." "Autor
JUAREZ PINHEIRO
Situação
ARQUIVADO"
"6628" "PROC. 03258/01 - PLL 226/01" "Dispoe sobre a realizacao de exames preventivos do cancer de prostata, colo do utero e mama, por servidores municipais e da outras providencias." "Autor
ALMERINDO FILHO
Situação
ARQUIVADO"
"6629" "PROC. 04204/01 - PLL 278/01" "Denomina rua franklin verissimo um logradouro naocadastrado localizado no bairro jardim botanico." "Autor
FERNANDO ZACHIA
Situação
ARQUIVADO"
"6630" "PROC. 01039/00 - PLL 067/00" "Determina a obrigatoriedade da colocacao de assentos nas filas destinadas a clientes com mais de 65 anos, gestantes, portadores de necessid especiais e pessoas com criancas no colo" "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"6631" "PROC. 01210/00 - PLL 076/00" "Denomina rua professor paulo saurin um logradouro publico localizado no loteamento nova ipanema." "Autor
CARLOS ALBERTO GARCIA
Situação
ARQUIVADO"
"6632" "PROC. 01242/00 - PLL 078/00" "Altera a redacao dos artigos 1 e 2 da l.7054 de 28.5.1992 que dispoe sobre a oficializacao do brique da redencao, arte na praca e feira do artesanato e da outras providencias." "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"6633" "PROC. 01501/00 - PLL 097/00" "Denomina alameda bataclan a parte central do parque marinha do brasil, situado no bairro menino deus." "Autor
CLAUDIO SEBENELO
Situação
ARQUIVADO"
"6634" "PROC. 01562/00 - PLL 103/00" "Concede o titulo honorifico de cidadao de porto alegre ao dr. bruno mendonca costa." "Autor
JUAREZ PINHEIRO
Situação
ARQUIVADO"
"6635" "PROC. 01602/00 - PLL 107/00" "Concede o titulo honorifico de cidadao de porto alegre ao senhor nelson heller." "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"6636" "PROC. 01819/00 - PLL 122/00" "Denomina rua denovaro goncalves uma via publica localizada no bairro belem novo." "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"6637" "PROC. 01850/00 - PLL 125/00" "Denomina praca eloar guazzelli um logradouro publico localizado no bairro ipanema." "Autor
JUAREZ PINHEIRO
Situação
ARQUIVADO"
"6638" "PROC. 01904/00 - PLL 132/00" "Denomina rua geraldo pastoriza um logradouro publico localizado no loteamento nova ipanema." "Autor
CARLOS ALBERTO GARCIA
Situação
ARQUIVADO"
"6639" "PROC. 01938/00 - PLL 135/00" "Denomina rua emilia perroni fernandes um logradouro publico localizado no bairro camaqua." "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"6640" "PROC. 02015/00 - PLL 148/00" "Concede o titulo honorifico de cidadao de porto alegre a doutora greice mara gomes martins da silva." "Autor
SONIA SANTOS
Situação
ARQUIVADO"
"6641" "PROC. 02305/00 - PLL 172/00" "Fixa os subsidios mensais dos vereadores do mun de p alegre e a ajuda de custo da presidencia da cam municipal, para a xiii legislatura, periodo de 1.1.01 a 31.12.04, e da..." "Autor
MESA DIRETORA
Situação
ARQUIVADO"
"6642" "PROC. 02319/00 - PLL 175/00" "Dispoe sobre a oficializacao do evento de carros antigos do veteran car club do brasil-rs." "Autor
ISAAC AINHORN
Situação
ARQUIVADO"
"6643" "PROC. 02455/00 - PLL 179/00" "Denomina praca horacio castello o logradouro publico cadastrtado como praca 3736, no bairro partenon." "Autor
CLAUDIO SEBENELO
Situação
ARQUIVADO"
"6644" "PROC. 02654/00 - PLL 189/00" "Concede o titulo honorifico de cidadao de porto alegre ao sr. alvaro azambuja guimaraes." "Autor
JOAO ANTONIO DIB
Situação
ARQUIVADO"
"6645" "PROC. 00248/01 - PLL 008/01" "Denomina largo gabriel delfino santos a confluencia entre as avenidas cavalhada e joao salomoni." "Autor
MARISTELA MAFFEI
Situação
ARQUIVADO"
"6646" "PROC. 00457/01 - PLL 015/01" "Permite as empresas, atraves de convenio, criarem pontos para a pratica do servico de \"engraxate comunitario\"." "Autor
CASSIA CARPES
Situação
ARQUIVADO"
"6647" "PROC. 00533/00 - PLL 023/00" "Acrescenta dispositivos a lei 7453 de 8 de abril de 1994, que estipula sancoes a estabelecimentos que praticarem atos de violencia contra criancas e adolescentes em porto alegre." "Autor
ZE VALDIR
Situação
ARQUIVADO"
"6648" "PROC. 00579/00 - PLL 028/00" "Altera o art. 1 da lei n.8294, de 10 maio de 1999, que denomina rua roberto felix bertoi um logradouro publico situado no bairro camaqua e da outras providencias." "Autor
ANTONIO LOSADA
Situação
ARQUIVADO"
"6649" "PROC. 00661/00 - PLL 037/00" "Altera o art.1 da lei 7976, de 09 de abril de 1997, que regulamenta a circulacao de veiculos de tracao animal.(carrocas)" "Autor
GILBERTO BATISTA
Situação
ARQUIVADO"
"6650" "PROC. 00682/00 - PLL 043/00" "Altera o paragrafo 2 do art. 1 da lei 8460, de 11.01.2000, que institui a semana da prevencao a hepatite, no municipio de porto alegre e da outras providencias." "Autor
GILBERTO BATISTA
Situação
ARQUIVADO"
"6651" "PROC. 00771/00 - PLL 050/00" "Denomina rua armando pedro da roza um logradouro irregular localizado na vila pitinga no bairro restinga." "Autor
CYRO MARTINI
Situação
ARQUIVADO"
"6652" "PROC. 00859/00 - PLL 053/00" "Dispoe sobre a utilizacao de programas de computador na administracao publica de porto alegre. (software livre)" "Autor
HELENA BONUMA
Situação
ARQUIVADO"
"6653" "PROC. 00865/00 - PLL 054/00" "Denomina rua ecologica um logradouro publico localizado no bairro camaqua." "Autor
GUILHERME BARBOSA
Situação
ARQUIVADO"
"6654" "PROC. 02984/00 - PLL 200/00" "Concede o titulo honorifico de cidadao de porto alegre ao sr. adao villaverde." "Autor
JOAO MOTTA
Situação
ARQUIVADO"
"6655" "PROC. 03038/00 - PLL 202/00" "Denomina rua marina sirangelo castello um logradouro localizado no bairro jardim itu sabara." "Autor
CLAUDIO SEBENELO
Situação
ARQUIVADO"
"6656" "PROC. 03049/00 - PLL 203/00" "Cria, no ambito do municipio de porto alegre, o programa de contrapartida social, e da outras providencias." "Autor
LUIZ BRAZ
Situação
ARQUIVADO"
"6657" "PROC. 03130/00 - PLL 208/00" "Disciplina a atividade de descarregamento de veiculos por parte dos caminhoes \"cegonheiros\", no municipio de porto alegre e da outras providencias." "Autor
ANTONIO HOHLFELDT
Situação
ARQUIVADO"
"6658" "PROC. 03264/00 - PLL 214/00" "Obriga as concessionarias de servicos publicos municipais e o dmae a estabelecerem para consumidores e usuarios datas alternativas para o vencimento de seus debitos." "Autor
CLENIA MARANHAO
Situação
ARQUIVADO"
"6659" "PROC. 03365/00 - PLL 220/00" "Denomina rua paulo wright um logradouro irregular localizado no bairro aberta dos morros, loteamento nova ipanema." "Autor
PEDRO RUAS
Situação
ARQUIVADO"
"6660" "PROC. 03370/00 - PLL 222/00" "Denomina rua aurelio toffanelo um logradouro publico localizado no bairro nonoai e da outras providencias." "Autor
JOAO ANTONIO DIB
Situação
ARQUIVADO"
"6661" "PROC. 03373/00 - PLL 224/00" "Dispoe sobre a obrigatoriedade de confeccao e distribuicao de material explicativo dos efeitos nocivos das radiacoes emitidas pelos aparelhos celulares e sobre sua correta utili..." "Autor
GERSON ALMEIDA
Situação
ARQUIVADO"
"6662" "PROC. 00086/01 - PLL 002/01" "Dispoe sobre o assedio sexual no ambito da administracao publica municipal e da outras providencias." "Autor
RAUL CARRION
Situação
ARQUIVADO"
"6663" "PROC. 00087/01 - PLL 003/01" "Dispoe sobre o fornecimento de agua aos trabalhadores desempregados e da outras providencias." "Autor
RAUL CARRION
Situação
ARQUIVADO"
"6664" "PROC. 00880/92 - PLL 061/92" "Denomina rua heitor saldanha um logradouro publico localizado no loteamento vila safira." "Autor
ANTONIO HOHLFELDT
Situação
ARQUIVADO"
"6665" "PROC. 00929/92 - PLL 066/92" "Concede o titulo de cidada de porto alegre, a licia margarida macedo de aguiar peres." "Autor
LETICIA ARRUDA
Situação
ARQUIVADO"
"6666" "PROC. 00976/92 - PLL 072/92" "Altera a denominacao da vila santa catarina, anexada ao municipio de porto alegre pela lei estadual n9641, de 26 de marco de 1992, para vila bonsucesso." "Autor
DECIO SCHAUREN
Situação
ARQUIVADO"
"6667" "PROC. 01052/92 - PLL 081/92" "Denomina \"esplanada deputado carlos santos\" um logradouro publico." "Autor
WILTON ARAUJO
Situação
ARQUIVADO"
"6668" "PROC. 01055/92 - PLL 082/92" "Denomina rua manoel garcia rodrigues um logradouro irregularlocalizado no loteamento vila varga." "Autor
CYRO MARTINI
Situação
ARQUIVADO"
"6669" "PROC. 01142/92 - PLL 090/92" "Altera o \"caput\" do art. 71 da lei 6309 de 28/12/88 e da outras providencias. (plano de reclassificacao de cargos do executivo)." "Autor
ISAAC AINHORN
Situação
ARQUIVADO"
"6670" "PROC. 01178/92 - PLL 094/92" "Altera a lei n 6988 (faculta o funcionamento do comercio aos domingos que antecedem datas festivas e tradicionais no municipio de porto alegre)." "Autor
ZE VALDIR
Situação
ARQUIVADO"
"6671" "PROC. 01196/92 - PLL" "Concede o titulo honorifico de cidadao de porto alegre ao advogado athos rodrigues." "Autor
LETICIA ARRUDA
Situação
ARQUIVADO"
"6672" "PROC. 01199/92 - PLL 097/92" "Concede o titulo honorifico de cidadao de porto alegre ao srfernando antonio lucchese." "Autor
WILSON SANTOS
Situação
ARQUIVADO"
"6673" "PROC. 01306/92 - PLL 105/92" "Da nova redacao ao artigo 7 da lei 4629, de 23 de novembro de 1979. (tarifa - taxi-lotacao)." "Autor
CARLOS EDUARDO VIEIRA DA CUNHA
Situação
ARQUIVADO"
"6674" "PROC. 01407/92 - PLL 113/92" "Denomina rua amaury crivela costa, um logradouro publico localizado no loteamento castelo branco." "Autor
JAQUES MACHADO
Situação
ARQUIVADO"
"6675" "PROC. 01498/92 - PLL 119/92" "Torna obrigatoria a instalacao de porta de seguranca nas agencias bancarias e da outras providencias." "Autor
JOSE ALVARENGA
Situação
ARQUIVADO"
"6676" "PROC. 01554/92 - PLL 125/92" "Institui o dia 08 de agosto como o da municipal de luta pelaterra." "Autor
JOSE ALVARENGA
Situação
ARQUIVADO"
"6677" "PROC. 01783/92 - PLL 143/92" "Declara de utilidade publica a fundacao saint pastous." "Autor
LEAO DE MEDEIROS
Situação
ARQUIVADO"
"6678" "PROC. 03167/91 - PLL 271/91" "Dispoe sobre a proibicao de pessoa juridica em debito com o sistema de seguridade social em contratar com o poder publico municipal ou dele receber beneficio ou incentivos..." "Autor
ZE VALDIR
Situação
ARQUIVADO"
"6679" "PROC. 03168/91 - PLL 272/91" "Denomina praca ruben medeiros um logradouro publico no bairro rubem berta." "Autor
VICENTE DUTRA
Situação
ARQUIVADO"
"6680" "PROC. 00110/92 - PLL 005/92" "Institui a \"semana farroupilha\" no municipio de porto alegree da outras providencias." "Autor
WILSON SANTOS
Situação
ARQUIVADO"
"6681" "PROC. 00139/92 - PLL 008/92" "Cria o alvara do ar limpo p/efeito de licenc.de circulacao dos veiculos de propriedade do munic.e que estao sob seu controle e fiscalizacao;estab.penalidades e da outras provid." "Autor
GERT SCHINKE
Situação
ARQUIVADO"
"6682" "PROC. 00562/92 - PLL 024/92" "Altera a lei 5891, de 08 de maio de 1987, para a fixacao da tarifa de transporte coletivo atraves de lei aprovada pela camara municipal de porto alegre." "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"6683" "PROC. 00567/92 - PLL 025/92" "Denomina rua casca alpina um logradouro publico localizado no bairro cascata." "Autor
JOAO MOTTA
Situação
ARQUIVADO"
"6684" "PROC. 00650/92 - PLL 032/92" "Denomina rua waldomar albino de araujo um logradouro publicolocalizado na vila santa rosa no bairro rubem berta." "Autor
ELOI GUIMARAES
Situação
ARQUIVADO"
"6685" "PROC. 00695/92 - PLL 034/92" "Institui o controle na venda de fogos de artificio e cadastramento dos que o comercializam no municipio de porto alegre." "Autor
LUIZ BRAZ
Situação
ARQUIVADO"
"6686" "PROC. 00702/92 - PLL 037/92" "Denomina rua justino martins um logradouro publico localizado no loteamento da vila safira." "Autor
ANTONIO HOHLFELDT
Situação
ARQUIVADO"
"6687" "PROC. 00817/92 - PLL 053/92" "Concede o titulo honorifico de cidadao de porto alegre a darcy alves." "Autor
DILAMAR MACHADO
Situação
ARQUIVADO"
"6688" "PROC. 00826/92 - PLL 054/92" "Fixa a obrigatoriedade de placas de advertencia em zonas improprias para habitacao." "Autor
EDI MORELLI
Situação
ARQUIVADO"
"6689" "PROC. 00828/92 - PLL 055/92" "Institui a semana correntino rio-grandense de integracao cultural e intercambio artistico no ambito do municipio de porto alegre e da outras providencias." "Autor
JOSE ALVARENGA
Situação
ARQUIVADO"
"6690" "PROC. 01142/91 - PLL 072/91" "Oficializa a \"mostra internacional de cinema de porto alegre\" e da outras providencias." "Autor
MESA DIRETORA
Situação
ARQUIVADO"
"6691" "PROC. 01179/91 - PLL 078/91" "Autoriza o executivo municipal a cercar o parque farroupilha.
(redencao)" "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"6692" "PROC. 01184/91 - PLL 079/91" "Denomina rua lamaison porto um logradouro publico." "Autor
CLOVIS BRUM
Situação
EM TRAMITACAO"
"6693" "PROC. 01274/91 - PLL 090/91" "Concede gratuidade no transporte coletivo do municipio de porto alegre, nos feriados nacionais e municipais." "Autor
EDI MORELLI
Situação
ARQUIVADO"
"6694" "PROC. 01321/91 - PLL 095/91" "Declara de utilidade publica a associacao beneficente e educacional de 1858." "Autor
VICENTE DUTRA
Situação
ARQUIVADO"
"6695" "PROC. 01361/91 - PLL 099/91" "Institui a tarifa operaria no servico de transporte coletivourbano de porto alegre e da outras providencias." "Autor
MANO JOSE
Situação
ARQUIVADO"
"6696" "PROC. 01369/91 - PLL 100/91" "Denomina praca xx de novembro, um logradouro publico, no bairro jardim carvalho." "Autor
ADROALDO CORREA
Situação
ARQUIVADO"
"6697" "PROC. 01427/91 - PLL 104/91" "Estabelece que a pmpa devera informar periodicamente os indicadores ambientais a populacao, cria o cenga (cadastros das entidades nao governamentais ambientalistas e afins) que..." "Autor
GERT SCHINKE
Situação
ARQUIVADO"
"6698" "PROC. 01543/91 - PLL 117/91" "Denomina henrique scliar uma via publica." "Autor
ISAAC AINHORN
Situação
ARQUIVADO"
"6699" "PROC. 01571/91 - PLL 120/91" "Interdita os postos de gasolina durante o abastecimento." "Autor
EDI MORELLI
Situação
ARQUIVADO"
"6700" "PROC. 01590/91 - PLL 124/91" "Dispoe sobre orientacao impressa nos documentos de notificacao de multas e outras sancoes e da outras providencias." "Autor
LEAO DE MEDEIROS
Situação
ARQUIVADO"
"6701" "PROC. 01593/91 - PLL 125/91" "Denomina rua mario tavares de souza um logradouro publico nobairro agronomia." "Autor
CARLOS EDUARDO VIEIRA DA CUNHA
Situação
ARQUIVADO"
"6702" "PROC. 01624/91 - PLL 135/91" "Denomina rua vicente paris um logradouro publico irregular no loteamento vila santa rosa, bairro rubem berta." "Autor
VICENTE DUTRA
Situação
ARQUIVADO"
"6703" "PROC. 01665/91 - PLL 143/91" "Concede o titulo honorifico de cidadao de porto alegre ao sr.rubens jose dos santos." "Autor
OMAR FERRI
Situação
ARQUIVADO"
"6704" "PROC. 01836/91 - PLL 155/91" "Dispoe sobre a obrigatoriedade da construcao de guaritas para abrigar guardas de seguranca em estabelecimentos comerciais-industriais e residencias particulares." "Autor
ANTONIO LOSADA
Situação
P - PARA CONSULTA"
"6705" "PROC. 01893/91 - PLL 157/91" "Estabelece o direito da entrada pela porta traseira nos transportes coletivos do municipio de porto alegre, das pessoas acima de 60 anos isentas do pagamento de tarifas, e da..." "Autor
LETICIA ARRUDA
Situação
ARQUIVADO"
"6706" "PROC. 02037/91 - PLL 172/91" "Obriga as empresas operadoras do sitema de transporte coletivo a fornecerem a smt a relacao dos veiculos em operacao porlinha e da outras providencias." "Autor
JOSE ALVARENGA
Situação
ARQUIVADO"
"6707" "PROC. 02042/91 - PLL 174/91" "Altera o art. 6, paragrafos 1, 3, 4 e 8 da lei n 2758,de 04/12/64, alterado pelas leis ns 4260, de 31/12/76 e 4718, de 15/01/80. (tempo de uso dos veiculos do tranp.colet.)." "Autor
ELOI GUIMARAES
Situação
ARQUIVADO"
"6708" "PROC. 02112/91 - PLL 176/91" "Autoriza o executivo municipal a criar o \"servico de orientacao e alistamento de doadores de orgaos\", e da outras providencias." "Autor
WILTON ARAUJO
Situação
ARQUIVADO"
"6709" "PROC. 00332/93 - PLL 005/93" "Torna obrigatoria a instalacao de dispositivo eletronico de seguranca nos onibus de transporte coletivo de porto alegre e da outras providencias." "Autor
JOSE GOMES
Situação
ARQUIVADO"
"6710" "PROC. 00498/93 - PLL 009/93" "Criacao do conselho municipal de economia popular e contra o desperdicio." "Autor
MILTON ZUANAZZI
Situação
ARQUIVADO"
"6711" "PROC. 00564/93 - PLL 015/93" "Cria a bolsa de material escolar basico para alunos carentes matriculados nas escolas da rede de ensino municipal" "Autor
GERALDO DE MATOS FILHO
Situação
EM TRAMITACAO"
"6712" "PROC. 00621/93 - PLL 019/93" "Denomina a antiga travessa luiz antunes no bairro centro de travessa jose carlos de oliveira." "Autor
HELENA BONUMA
Situação
P - PARA CONSULTA"
"6713" "PROC. 00700/93 - PLL 023/93" "Denomina praca herbert caro um logradouro publico localizado no loteamento vila sao caetano no bairro teresopolis." "Autor
ISAAC AINHORN
Situação
EM TRAMITACAO"
"6714" "PROC. 00860/93 - PLL 028/93" "Denomina jardim monte cristo a area atual vila monte cristo bem c/ a area que lhe e contigua nos termos em que e descrita e da outras providencias." "Autor
LUIZ BRAZ
Situação
ARQUIVADO"
"6715" "PROC. 00933/93 - PLL 036/93" "Altera a redacao do art 8 da lei 7207 de 30.12.92 e da outras providencias (conselheiros tutelares)." "Autor
WILTON ARAUJO
Situação
ARQUIVADO"
"6716" "PROC. 00935/93 - PLL 037/93" "Dispoe s/ od atendimento em hospitais pertencentes ou conveniados ao sistema unico de saude no municipio dos casos de aborto previstos na legislacao penal brasileira e da outras.." "Autor
JOAO MOTTA
Situação
ARQUIVADO"
"6717" "PROC. 00990/93 - PLL 041/93" "Institui o dia do gari." "Autor
DARCI CAMPANI
Situação
ARQUIVADO"
"6718" "PROC. 01075/93 - PLL 045/93" "Denomina praca jairo domingo de galisteo um logradouro publico licalizado na cidade de deus bairro cavalhada." "Autor
JOSE GOMES
Situação
ARQUIVADO"
"6719" "PROC. 01124/93 - PLL 049/93" "Denomina rua david dutrqa soares um logradouro publico localizado no loteamento balneario arado valho bairro belem novo." "Autor
ANTONIO HOHLFELDT
Situação
ARQUIVADO"
"6720" "PROC. 01126/93 - PLL 051/93" "Denomina largo heli borba de araujo um logradouro publico localizado no loteamento arado velho bairro belem velho novo." "Autor
ANTONIO HOHLFELDT
Situação
ARQUIVADO"
"6721" "PROC. 01419/93 - PLL 068/93" "Denomina acesso divina providencia um logradouro publico localizado no bairro cascata." "Autor
DIVO DO CANTO
Situação
ARQUIVADO"
"6722" "PROC. 01653/93 - PLL 089/93" "Da nova redacao ao artigo 1 e ao paragrafo 1 do artigo3 da lei 6998 de 10.01.92 e da outras providencias.(passag escolar estendida os pais ou resp por alunos entre 5 e 10 anos)." "Autor
JOCELIN AZAMBUJA
Situação
ARQUIVADO"
"6723" "PROC. 01962/93 - PLL 099/93" "Denomina rua waldemar conterji a atual rua 3 localizada no loteamento parque residencial dona matilde no bairro boa vista." "Autor
ISAAC AINHORN
Situação
ARQUIVADO"
"6724" "PROC. 01979/93 - PLL 100/93" "Concede o titulo honorifico de cidadao de porto alegre ao sr euzebio rocha filho." "Autor
RAUL CARRION
Situação
ARQUIVADO"
"6725" "PROC. 02007/93 - PLL 101/93" "Denomina rua joao jacob tagliassuchi um logradouro publico localizado no loteamento parque dos gayas i." "Autor
JOAO ANTONIO DIB
Situação
ARQUIVADO"
